post_id,platform,post_type,post_date,day_of_week,posting_hour,caption_length,hashtags_count,likes,comments,shares,saves,engagement_rate
299,Twitter,Carousel,04-09-2024,Wednesday,20,183,2,2903,492,101,449,1.3589390285911127
300,Facebook,Carousel,02-06-2024,Sunday,9,104,7,416,732,119,24,3.1033653846153846
301,Twitter,Image,21-09-2024,Saturday,20,138,12,1479,570,165,339,1.7261663286004056
302,Instagram,Carousel,04-04-2024,Thursday,12,250,18,1576,660,444,406,1.9581218274111676
303,Facebook,Carousel,07-08-2024,Wednesday,8,72,17,3235,9,221,211,1.1363214837712519
304,Instagram,Image,05-04-2024,Friday,21,290,20,3046,338,203,469,1.3315824031516743
305,Instagram,Image,09-06-2024,Sunday,17,254,19,4940,402,403,602,1.2848178137651822
306,Instagram,Image,29-03-2024,Friday,9,142,9,2486,634,88,689,1.5675784392598553
307,Facebook,Image,29-02-2024,Thursday,10,216,13,1549,387,146,524,1.682375726275016
308,Instagram,Carousel,05-04-2024,Friday,11,270,9,4036,655,552,661,1.4628344895936571
309,Instagram,Image,12-03-2024,Tuesday,6,268,4,1582,327,463,635,1.9007585335018964
310,Facebook,Image,09-04-2024,Tuesday,21,232,14,3195,580,519,669,1.5533646322378716
311,Instagram,Image,07-09-2024,Saturday,7,160,7,1420,89,580,32,1.4936619718309858
312,Twitter,Image,02-10-2024,Wednesday,23,281,3,2414,177,470,580,1.508285004142502
313,Twitter,Reel,20-10-2024,Sunday,20,299,6,985,279,558,376,2.231472081218274
314,Instagram,Image,05-08-2024,Monday,14,198,2,888,758,255,305,2.484234234234234
315,Twitter,Carousel,12-08-2024,Monday,17,239,5,1011,799,244,215,2.24431256181998
316,Facebook,Carousel,12-03-2024,Tuesday,14,295,5,1742,216,62,584,1.494833524684271
317,Twitter,Carousel,14-06-2024,Friday,9,89,13,2447,301,588,274,1.4752758479771149
318,Instagram,Reel,31-01-2024,Wednesday,16,146,12,2321,676,131,136,1.4062903920723826
319,Facebook,Image,07-09-2024,Saturday,20,58,20,1214,596,277,643,2.2487644151565074
320,Facebook,Image,17-02-2024,Saturday,16,21,2,3350,532,286,378,1.3570149253731343
321,Instagram,Image,22-08-2024,Thursday,12,273,8,2984,69,549,408,1.343833780160858
322,Instagram,Carousel,14-06-2024,Friday,21,195,1,2373,350,562,592,1.633796881584492
323,Instagram,Reel,24-01-2024,Wednesday,20,253,0,865,646,472,17,2.3121387283236996
324,Facebook,Reel,07-08-2024,Wednesday,14,67,20,1707,710,137,666,1.8863503222026947
325,Twitter,Reel,03-07-2024,Wednesday,7,222,20,2101,89,382,681,1.5483103284150403
326,Instagram,Reel,05-06-2024,Wednesday,21,59,4,1968,444,95,98,1.323678861788618
327,Instagram,Carousel,25-04-2024,Thursday,16,81,13,4305,701,457,10,1.2713124274099883
328,Instagram,Carousel,08-03-2024,Friday,9,72,10,3963,77,236,393,1.1781478677769366
329,Twitter,Carousel,07-07-2024,Sunday,10,55,16,2501,145,393,137,1.269892043182727
330,Facebook,Carousel,15-10-2024,Tuesday,12,97,13,119,629,170,451,11.504201680672269
331,Instagram,Carousel,14-08-2024,Wednesday,18,199,13,1829,93,104,144,1.1864406779661016
332,Instagram,Reel,10-06-2024,Monday,23,165,0,1195,258,285,661,2.007531380753138
333,Twitter,Image,03-06-2024,Monday,15,47,7,1733,535,523,194,1.7224466243508367
334,Twitter,Carousel,10-09-2024,Tuesday,8,290,0,3211,120,248,512,1.2740579258797882
335,Facebook,Image,03-07-2024,Wednesday,23,108,15,2642,140,398,583,1.4242997728993188
336,Facebook,Reel,07-02-2024,Wednesday,7,50,12,186,606,71,15,4.720430107526882
337,Facebook,Carousel,16-09-2024,Monday,18,62,20,2396,648,515,426,1.6631886477462436
338,Instagram,Image,01-10-2024,Tuesday,8,281,6,4454,635,158,285,1.2420296362819938
339,Twitter,Carousel,20-03-2024,Wednesday,8,178,13,4444,339,402,601,1.301980198019802
340,Instagram,Image,02-05-2024,Thursday,7,178,5,524,255,90,445,2.5076335877862594
341,Instagram,Image,02-03-2024,Saturday,17,287,16,153,729,142,12,6.771241830065359
342,Twitter,Reel,12-05-2024,Sunday,6,191,13,1417,385,131,276,1.5589273112208892
343,Twitter,Reel,19-05-2024,Sunday,21,253,16,4341,70,271,591,1.2146970744068186
344,Facebook,Reel,03-07-2024,Wednesday,14,72,18,504,516,582,171,3.517857142857143
345,Instagram,Reel,29-02-2024,Thursday,13,43,15,1921,763,523,3,1.6710046850598645
346,Twitter,Carousel,05-07-2024,Friday,19,134,10,3187,158,185,37,1.1192343897081896
347,Instagram,Carousel,07-05-2024,Tuesday,17,81,16,3459,742,329,278,1.389997108991038
348,Facebook,Reel,27-01-2024,Saturday,20,164,9,1519,233,530,48,1.533903884134299
349,Facebook,Reel,16-06-2024,Sunday,15,175,19,757,571,469,9,2.3857331571994718
350,Twitter,Carousel,04-05-2024,Saturday,13,97,0,3850,382,507,201,1.283116883116883
351,Twitter,Carousel,28-07-2024,Sunday,6,191,0,245,243,556,355,5.710204081632653
352,Instagram,Image,11-07-2024,Thursday,21,50,4,2569,111,212,543,1.3370961463604516
353,Facebook,Carousel,23-05-2024,Thursday,17,254,2,812,49,239,533,2.0110837438423643
354,Facebook,Reel,24-10-2024,Thursday,7,242,4,832,522,138,653,2.578125
355,Twitter,Carousel,01-05-2024,Wednesday,16,182,14,2439,272,324,403,1.4095940959409594
356,Twitter,Reel,19-05-2024,Sunday,10,74,5,1963,81,209,140,1.2190524707080999
357,Twitter,Image,18-08-2024,Sunday,12,251,9,3867,326,418,124,1.2244634083268684
358,Twitter,Image,25-08-2024,Sunday,7,130,10,2220,127,94,162,1.1725225225225224
359,Facebook,Carousel,16-03-2024,Saturday,7,173,8,797,733,256,365,2.698870765370138
360,Twitter,Carousel,30-03-2024,Saturday,13,68,14,304,419,465,570,5.782894736842105
361,Instagram,Reel,22-02-2024,Thursday,12,225,11,1195,129,14,64,1.1732217573221757
362,Instagram,Reel,13-02-2024,Tuesday,12,247,4,4820,605,267,77,1.1968879668049792
363,Instagram,Reel,17-02-2024,Saturday,19,222,15,2766,130,45,473,1.2342733188720174
364,Facebook,Reel,16-01-2024,Tuesday,11,160,8,3185,704,438,177,1.4141287284144426
365,Facebook,Image,16-08-2024,Friday,19,265,1,1267,40,253,663,1.7545382794001578
366,Instagram,Carousel,14-02-2024,Wednesday,22,147,20,2341,397,142,430,1.4139256727894063
367,Twitter,Image,05-10-2024,Saturday,17,277,10,209,396,369,492,7.014354066985646
368,Twitter,Reel,17-07-2024,Wednesday,6,163,1,2265,189,28,327,1.2401766004415011
369,Instagram,Reel,29-08-2024,Thursday,13,143,8,4387,371,600,239,1.275814907681787
370,Facebook,Image,30-09-2024,Monday,11,110,7,508,787,226,590,4.155511811023622
371,Twitter,Carousel,11-06-2024,Tuesday,10,116,15,2989,610,30,361,1.334894613583138
372,Instagram,Reel,04-10-2024,Friday,13,132,0,2581,184,504,39,1.2816737698566447
373,Instagram,Reel,26-09-2024,Thursday,16,110,10,3965,5,341,629,1.2459016393442623
374,Twitter,Image,31-01-2024,Wednesday,8,211,12,229,156,147,114,2.8209606986899565
375,Instagram,Reel,27-10-2024,Sunday,19,269,20,877,349,311,331,2.1299885974914483
376,Facebook,Reel,11-06-2024,Tuesday,11,213,9,1477,729,577,629,2.3100880162491535
377,Facebook,Carousel,30-05-2024,Thursday,7,113,19,1093,186,3,587,1.7099725526075022
378,Facebook,Reel,11-06-2024,Tuesday,16,59,7,1859,659,581,107,1.7245831091984938
379,Twitter,Carousel,26-06-2024,Wednesday,16,248,0,2667,176,92,687,1.3580802399700038
380,Facebook,Reel,15-05-2024,Wednesday,6,44,12,1767,260,71,359,1.3904923599320882
381,Facebook,Image,12-08-2024,Monday,23,212,3,3487,175,425,505,1.3168913105821622
382,Facebook,Reel,02-09-2024,Monday,7,170,0,4785,671,232,167,1.2236154649947752
383,Instagram,Image,12-06-2024,Wednesday,11,58,17,2189,112,77,351,1.2466879853814528
384,Facebook,Carousel,17-02-2024,Saturday,11,242,5,2818,613,496,32,1.4048970901348474
385,Facebook,Carousel,28-01-2024,Sunday,23,296,8,879,344,212,195,1.8543799772468714
386,Facebook,Carousel,24-05-2024,Friday,23,271,4,2486,248,100,51,1.160498793242156
387,Facebook,Carousel,28-01-2024,Sunday,21,122,3,3005,8,439,90,1.1787021630615642
388,Facebook,Reel,14-01-2024,Sunday,15,223,15,1745,179,300,84,1.3226361031518625
389,Instagram,Image,07-09-2024,Saturday,18,209,5,2220,98,559,397,1.4747747747747748
390,Facebook,Reel,16-08-2024,Friday,14,51,4,415,274,452,477,3.8987951807228916
391,Facebook,Carousel,19-02-2024,Monday,13,51,12,752,689,354,555,3.125
392,Instagram,Image,24-09-2024,Tuesday,15,60,12,3479,553,488,587,1.4679505605058925
393,Twitter,Carousel,18-01-2024,Thursday,10,81,14,4163,589,531,586,1.4098006245496038
394,Instagram,Image,29-03-2024,Friday,8,242,6,1419,221,199,130,1.3875968992248062
395,Instagram,Image,16-03-2024,Saturday,23,223,17,4924,269,329,69,1.1354589764419172
396,Twitter,Carousel,15-06-2024,Saturday,22,234,3,2312,537,471,13,1.4416089965397925
397,Twitter,Reel,31-07-2024,Wednesday,9,71,9,1275,156,582,603,2.051764705882353
398,Twitter,Image,01-10-2024,Tuesday,21,39,5,2866,425,272,393,1.3803210048848569
399,Facebook,Image,21-05-2024,Tuesday,13,45,15,3351,152,413,40,1.1805431214562816
400,Facebook,Image,17-05-2024,Friday,21,70,7,3101,25,347,311,1.220251531763947
401,Facebook,Carousel,09-03-2024,Saturday,19,65,6,2511,766,455,329,1.617283950617284
402,Facebook,Reel,14-08-2024,Wednesday,22,101,2,1781,421,498,529,1.8130263896687255
403,Twitter,Reel,08-06-2024,Saturday,11,118,6,4201,418,140,537,1.260652225660557
404,Facebook,Carousel,30-01-2024,Tuesday,12,160,11,2093,38,469,52,1.2670807453416149
405,Instagram,Reel,25-08-2024,Sunday,17,270,19,4187,411,128,698,1.2954382612849296
406,Facebook,Reel,16-08-2024,Friday,14,66,9,1504,490,566,359,1.9408244680851063
407,Instagram,Reel,15-01-2024,Monday,13,125,8,3216,55,168,586,1.2515547263681592
408,Instagram,Carousel,28-07-2024,Sunday,11,24,7,4254,25,11,486,1.1227080394922426
409,Facebook,Image,09-05-2024,Thursday,20,149,6,2552,734,283,434,1.5685736677115987
410,Facebook,Carousel,26-08-2024,Monday,9,23,16,2525,698,535,639,1.7413861386138614
411,Twitter,Reel,10-07-2024,Wednesday,21,52,10,4649,667,291,306,1.2718864271886428
412,Twitter,Carousel,21-05-2024,Tuesday,15,116,4,2713,288,269,672,1.4530040545521563
413,Facebook,Carousel,21-09-2024,Saturday,10,33,20,2018,63,415,677,1.572348860257681
414,Facebook,Carousel,11-09-2024,Wednesday,7,117,10,2471,270,430,415,1.4512343180898422
415,Facebook,Carousel,23-04-2024,Tuesday,15,107,17,4429,658,489,688,1.4143147437344774
416,Twitter,Image,02-04-2024,Tuesday,23,113,10,2456,104,484,132,1.293159609120521
417,Facebook,Image,15-02-2024,Thursday,17,153,18,1870,368,230,315,1.488235294117647
418,Twitter,Carousel,30-05-2024,Thursday,8,261,6,3849,125,483,55,1.1722525331254872
419,Facebook,Image,13-09-2024,Friday,7,97,4,1031,702,392,543,2.587778855480116
420,Instagram,Image,12-04-2024,Friday,11,61,15,2857,424,585,469,1.5173258662933147
421,Facebook,Image,19-06-2024,Wednesday,12,106,18,1498,325,61,5,1.2610146862483311
422,Twitter,Image,22-03-2024,Friday,19,226,13,4060,786,92,133,1.249014778325123
423,Instagram,Carousel,01-09-2024,Sunday,17,27,10,3190,9,40,547,1.186833855799373
424,Twitter,Reel,28-09-2024,Saturday,13,196,9,1611,23,6,642,1.4165114835505896
425,Facebook,Reel,07-03-2024,Thursday,8,43,9,891,397,517,603,2.702581369248036
426,Twitter,Image,28-05-2024,Tuesday,19,88,10,3784,750,534,611,1.5007928118393234
427,Facebook,Reel,07-09-2024,Saturday,13,134,4,2992,773,194,169,1.3796791443850267
428,Instagram,Image,18-04-2024,Thursday,7,212,20,229,608,518,174,6.676855895196507
429,Instagram,Carousel,10-05-2024,Friday,9,30,1,4430,643,51,609,1.2941309255079008
430,Twitter,Image,29-02-2024,Thursday,21,98,6,3464,459,391,127,1.2820438799076213
431,Twitter,Image,05-01-2024,Friday,10,234,3,2516,435,105,679,1.4844992050874404
432,Facebook,Reel,18-09-2024,Wednesday,12,154,16,1014,294,118,109,1.5138067061143985
433,Instagram,Reel,13-04-2024,Saturday,23,274,6,2982,725,421,303,1.4859154929577465
434,Twitter,Reel,03-09-2024,Tuesday,9,272,4,2758,245,4,14,1.0953589557650472
435,Twitter,Reel,16-02-2024,Friday,20,171,8,4241,81,105,263,1.1058712567790616
436,Facebook,Image,25-08-2024,Sunday,16,238,3,460,107,180,41,1.7130434782608697
437,Twitter,Reel,18-02-2024,Sunday,16,203,14,425,14,143,680,2.969411764705882
438,Instagram,Image,17-05-2024,Friday,18,253,8,811,386,352,188,2.1418002466091246
439,Instagram,Carousel,16-07-2024,Tuesday,7,101,3,3967,436,172,116,1.1825056717922864
440,Facebook,Reel,01-08-2024,Thursday,18,203,19,4889,499,584,695,1.3636735528737984
441,Facebook,Image,15-01-2024,Monday,7,52,8,1120,499,501,116,1.9964285714285714
442,Twitter,Carousel,09-06-2024,Sunday,13,193,16,151,726,539,591,13.291390728476822
443,Facebook,Carousel,24-09-2024,Tuesday,18,96,17,830,448,256,494,2.4433734939759035
444,Facebook,Image,28-01-2024,Sunday,11,58,15,145,663,162,518,10.26206896551724
445,Twitter,Reel,13-06-2024,Thursday,23,213,12,2023,343,286,52,1.3366287691547207
446,Facebook,Reel,30-04-2024,Tuesday,21,248,10,695,475,456,587,3.1841726618705035
447,Facebook,Image,01-03-2024,Friday,7,20,2,4124,768,20,106,1.216779825412221
448,Twitter,Image,04-06-2024,Tuesday,16,206,1,4214,580,213,671,1.3474133839582345
449,Twitter,Image,24-04-2024,Wednesday,17,251,3,3772,344,575,635,1.411983032873807
450,Twitter,Image,19-02-2024,Monday,23,287,11,1866,7,351,364,1.3869239013933548
451,Twitter,Carousel,24-02-2024,Saturday,19,74,8,425,173,506,144,2.936470588235294
452,Facebook,Reel,10-04-2024,Wednesday,16,75,13,1586,128,404,221,1.474779319041614
453,Twitter,Carousel,24-01-2024,Wednesday,22,88,15,4873,131,463,469,1.2181407757028524
454,Facebook,Carousel,03-01-2024,Wednesday,21,280,5,4394,758,51,567,1.3131543013199818
455,Facebook,Carousel,23-10-2024,Wednesday,16,278,12,1472,753,133,107,1.674592391304348
456,Facebook,Image,02-08-2024,Friday,10,90,13,2083,285,409,352,1.5021603456553048
457,Twitter,Carousel,19-09-2024,Thursday,23,131,6,2498,723,562,322,1.643314651721377
458,Instagram,Carousel,17-04-2024,Wednesday,11,277,17,2430,708,355,689,1.7209876543209877
459,Facebook,Carousel,14-06-2024,Friday,19,293,9,995,784,362,576,2.7306532663316583
460,Facebook,Reel,04-08-2024,Sunday,7,48,6,154,540,111,26,5.396103896103896
461,Instagram,Carousel,16-05-2024,Thursday,15,124,17,1368,298,258,150,1.5160818713450293
462,Twitter,Carousel,17-01-2024,Wednesday,23,134,20,2988,468,106,631,1.4032797858099062
463,Twitter,Carousel,14-10-2024,Monday,7,215,12,3235,248,525,295,1.3301391035548686
464,Twitter,Image,01-08-2024,Thursday,12,246,7,2611,570,57,14,1.2454998085024895
465,Facebook,Image,07-07-2024,Sunday,11,58,5,4870,564,203,199,1.1983572895277208
466,Facebook,Image,29-03-2024,Friday,23,155,4,4259,127,388,42,1.1307818736792674
467,Facebook,Carousel,23-03-2024,Saturday,10,40,4,4834,266,7,339,1.126603227141084
468,Twitter,Carousel,14-06-2024,Friday,17,57,10,4939,57,310,503,1.1761490180198422
469,Twitter,Reel,26-09-2024,Thursday,19,298,17,1851,193,535,70,1.4311183144246353
470,Twitter,Image,25-07-2024,Thursday,16,204,9,803,362,228,219,2.00747198007472
471,Instagram,Reel,21-04-2024,Sunday,17,248,7,4395,491,576,665,1.3940841865756541
472,Instagram,Image,04-05-2024,Saturday,14,296,9,376,703,330,391,4.787234042553192
473,Twitter,Image,13-01-2024,Saturday,21,42,9,4284,793,385,527,1.3979925303454714
474,Instagram,Carousel,08-04-2024,Monday,23,23,20,2674,531,86,99,1.2677636499626028
475,Instagram,Reel,03-02-2024,Saturday,23,242,20,1776,691,220,435,1.757882882882883
476,Instagram,Reel,06-02-2024,Tuesday,8,47,5,1309,29,472,340,1.6424751718869366
477,Facebook,Image,08-05-2024,Wednesday,18,250,20,4621,77,590,234,1.1949794416792903
478,Twitter,Reel,26-07-2024,Friday,23,23,20,3597,328,19,399,1.2073950514317486
479,Twitter,Reel,02-02-2024,Friday,15,174,19,4847,51,76,367,1.1019187126057355
480,Facebook,Carousel,14-02-2024,Wednesday,6,262,5,2356,788,450,391,1.6914261460101867
481,Facebook,Carousel,30-09-2024,Monday,10,172,20,1851,144,402,559,1.596974608319827
482,Instagram,Reel,10-07-2024,Wednesday,6,221,17,141,571,570,145,10.120567375886525
483,Instagram,Image,07-10-2024,Monday,22,92,5,747,317,217,353,2.1874163319946454
484,Instagram,Reel,04-04-2024,Thursday,7,256,20,1858,636,260,199,1.5893433799784715
485,Instagram,Reel,08-10-2024,Tuesday,21,189,11,649,302,70,257,1.9691833590138674
486,Instagram,Reel,06-03-2024,Wednesday,16,268,14,1971,107,293,635,1.5251141552511416
487,Twitter,Carousel,17-06-2024,Monday,17,181,13,2554,715,600,157,1.576350822239624
488,Twitter,Carousel,27-03-2024,Wednesday,19,161,11,89,325,254,227,10.0561797752809
489,Facebook,Image,09-03-2024,Saturday,21,75,5,2766,496,475,457,1.5162689804772234
490,Facebook,Carousel,11-02-2024,Sunday,8,58,0,2348,148,553,202,1.3845826235093697
491,Twitter,Reel,16-09-2024,Monday,7,153,17,305,600,594,415,6.275409836065574
492,Facebook,Reel,03-10-2024,Thursday,15,88,14,3917,674,154,375,1.3071227980597395
493,Twitter,Reel,13-09-2024,Friday,13,104,16,4231,97,408,373,1.207515953675254
494,Twitter,Carousel,12-03-2024,Tuesday,10,267,11,3705,168,185,580,1.251821862348178
495,Instagram,Image,21-01-2024,Sunday,17,139,1,1842,784,501,238,1.8268186753528772
496,Facebook,Reel,15-04-2024,Monday,7,185,3,4292,374,399,481,1.2921714818266543
497,Twitter,Carousel,23-09-2024,Monday,11,212,20,2290,764,271,593,1.7109170305676855
498,Facebook,Image,12-07-2024,Friday,13,284,12,3042,606,81,530,1.4000657462195925
499,Instagram,Carousel,29-06-2024,Saturday,10,245,5,2876,503,495,619,1.562239221140473
500,Instagram,Reel,27-04-2024,Saturday,11,205,19,681,531,289,217,2.522760646108664
501,Facebook,Carousel,01-03-2024,Friday,21,265,6,1936,429,340,117,1.4576446280991735
502,Instagram,Carousel,23-03-2024,Saturday,11,88,20,3416,27,251,45,1.0945550351288056
503,Instagram,Image,19-09-2024,Thursday,11,284,12,371,591,152,58,3.1590296495956873
504,Instagram,Image,15-10-2024,Tuesday,21,266,5,202,741,292,88,6.5495049504950495
505,Instagram,Carousel,22-04-2024,Monday,22,155,5,3415,620,148,597,1.3997071742313323
506,Facebook,Image,24-06-2024,Monday,10,75,0,3764,615,72,236,1.2452178533475027
507,Twitter,Reel,13-04-2024,Saturday,11,263,19,4332,521,431,154,1.255309325946445
508,Facebook,Carousel,20-01-2024,Saturday,10,296,0,4403,520,122,96,1.167612991142403
509,Twitter,Carousel,08-08-2024,Thursday,19,137,15,4326,435,381,45,1.1990291262135921
510,Facebook,Reel,14-07-2024,Sunday,14,264,7,2921,608,591,101,1.4450530640191714
511,Facebook,Reel,12-02-2024,Monday,6,23,18,2370,617,558,419,1.6725738396624472
512,Twitter,Reel,24-09-2024,Tuesday,16,229,11,1015,537,9,385,1.9172413793103449
513,Twitter,Image,24-02-2024,Saturday,17,161,12,1317,441,261,268,1.736522399392559
514,Instagram,Image,14-04-2024,Sunday,23,267,8,3435,570,572,495,1.4765647743813684
515,Twitter,Reel,06-06-2024,Thursday,13,248,5,4782,357,409,142,1.1898787118360519
516,Twitter,Carousel,21-02-2024,Wednesday,7,102,12,1806,525,412,347,1.7109634551495017
517,Facebook,Reel,03-01-2024,Wednesday,8,154,7,796,153,484,615,2.5728643216080402
518,Facebook,Carousel,08-07-2024,Monday,22,166,19,705,628,40,394,2.5063829787234044
519,Instagram,Reel,30-01-2024,Tuesday,22,166,6,1485,660,508,450,2.0895622895622896
520,Twitter,Reel,18-01-2024,Thursday,7,204,7,4961,527,530,238,1.2610360814351944
521,Facebook,Carousel,01-01-2024,Monday,18,227,18,1339,93,284,410,1.5877520537714713
522,Twitter,Image,12-04-2024,Friday,23,198,11,4291,20,72,93,1.0431134933581916
523,Facebook,Carousel,21-05-2024,Tuesday,6,153,5,1903,625,201,466,1.6789280084077771
524,Twitter,Image,27-07-2024,Saturday,16,79,16,4197,114,574,75,1.1817965213247559
525,Facebook,Carousel,11-05-2024,Saturday,21,144,10,4456,593,258,454,1.2928635547576302
526,Instagram,Image,22-08-2024,Thursday,8,215,20,3824,605,30,494,1.2952405857740585
527,Twitter,Carousel,22-04-2024,Monday,6,154,7,1933,328,424,362,1.5763062596999482
528,Twitter,Reel,27-05-2024,Monday,21,180,11,811,413,352,78,2.0394574599260173
529,Instagram,Image,21-04-2024,Sunday,12,140,7,4749,280,189,700,1.246157085702253
530,Twitter,Image,15-05-2024,Wednesday,10,74,3,1743,239,209,256,1.4039013195639702
531,Instagram,Image,10-02-2024,Saturday,17,181,15,4085,633,8,555,1.2927784577723378
532,Facebook,Image,21-10-2024,Monday,13,85,1,2300,507,189,524,1.5304347826086957
533,Twitter,Image,26-09-2024,Thursday,18,109,14,3516,494,555,34,1.3080204778156996
534,Instagram,Carousel,02-03-2024,Saturday,12,214,18,4295,476,325,9,1.188591385331781
535,Twitter,Image,21-02-2024,Wednesday,13,157,15,2715,375,267,192,1.307182320441989
536,Instagram,Image,24-06-2024,Monday,17,206,12,3047,193,512,435,1.3741384968821793
537,Twitter,Carousel,23-05-2024,Thursday,13,71,8,3742,189,587,135,1.243452699091395
538,Instagram,Carousel,30-04-2024,Tuesday,10,262,0,4599,447,392,201,1.2261361165470754
539,Twitter,Carousel,31-03-2024,Sunday,16,269,9,3503,516,139,646,1.3713959463317156
540,Instagram,Carousel,08-05-2024,Wednesday,11,50,6,4655,586,50,408,1.2242749731471536
541,Twitter,Image,10-05-2024,Friday,14,204,11,3953,649,100,461,1.306096635466734
542,Facebook,Reel,13-10-2024,Sunday,17,121,18,4616,268,354,21,1.1392980935875217
543,Facebook,Carousel,21-10-2024,Monday,22,269,14,4460,183,293,364,1.188340807174888
544,Twitter,Reel,10-02-2024,Saturday,11,192,13,3171,633,295,475,1.4424471775465153
545,Facebook,Reel,19-10-2024,Saturday,16,182,20,3365,78,83,166,1.0971768202080239
546,Facebook,Image,29-05-2024,Wednesday,22,250,13,2241,624,406,278,1.5836680053547523
547,Twitter,Image,26-03-2024,Tuesday,8,127,5,1556,28,130,241,1.256426735218509
548,Twitter,Reel,22-07-2024,Monday,6,223,16,893,102,67,485,1.7323628219484883
549,Twitter,Image,12-02-2024,Monday,15,137,7,901,273,161,87,1.5782463928967814
550,Twitter,Reel,25-05-2024,Saturday,6,37,11,3680,646,131,135,1.2478260869565216
551,Twitter,Image,15-06-2024,Saturday,10,296,5,3950,483,555,279,1.3334177215189873
552,Twitter,Carousel,21-08-2024,Wednesday,15,197,15,4670,450,538,656,1.35203426124197
553,Facebook,Image,03-10-2024,Thursday,14,99,9,1910,96,454,316,1.4534031413612565
554,Facebook,Image,06-01-2024,Saturday,23,24,15,50,540,141,353,21.68
555,Twitter,Reel,01-09-2024,Sunday,6,300,11,2504,14,442,300,1.3019169329073483
556,Instagram,Reel,06-04-2024,Saturday,18,213,7,3422,579,449,405,1.418760958503799
557,Twitter,Carousel,14-05-2024,Tuesday,14,165,20,698,437,247,530,2.7392550143266474
558,Instagram,Reel,29-09-2024,Sunday,15,76,20,2252,427,194,71,1.3072824156305507
559,Facebook,Reel,21-08-2024,Wednesday,10,45,17,3759,283,505,193,1.2609736632083002
560,Instagram,Carousel,12-01-2024,Friday,20,24,7,1573,109,290,276,1.4291163382072474
561,Facebook,Image,16-02-2024,Friday,15,275,11,1284,20,507,223,1.5841121495327102
562,Instagram,Image,25-08-2024,Sunday,18,56,17,309,343,84,150,2.867313915857605
563,Instagram,Reel,28-08-2024,Wednesday,13,217,14,1537,201,258,391,1.5530253741054
564,Twitter,Carousel,06-05-2024,Monday,12,262,12,324,208,473,97,3.4012345679012346
565,Twitter,Reel,08-06-2024,Saturday,14,266,20,2696,167,45,563,1.2874629080118694
566,Instagram,Reel,01-06-2024,Saturday,13,242,10,1677,374,55,683,1.6630888491353608
567,Facebook,Reel,08-01-2024,Monday,6,41,18,1421,287,600,123,1.7107670654468683
568,Instagram,Reel,31-08-2024,Saturday,21,66,19,4934,163,382,92,1.1291041751114714
569,Instagram,Carousel,22-06-2024,Saturday,23,74,4,541,66,366,661,3.020332717190388
570,Facebook,Image,06-09-2024,Friday,12,30,12,1956,329,573,661,1.799079754601227
571,Twitter,Image,02-07-2024,Tuesday,23,170,17,1153,261,42,497,1.6938421509106678
572,Facebook,Image,07-09-2024,Saturday,20,160,19,1604,585,193,557,1.8322942643391522
573,Facebook,Image,10-10-2024,Thursday,14,297,11,1363,75,545,159,1.5715333822450477
574,Twitter,Reel,20-08-2024,Tuesday,6,206,19,55,799,520,389,32.054545454545455
575,Twitter,Image,02-05-2024,Thursday,12,288,15,2677,743,66,675,1.5543518864400447
576,Facebook,Carousel,09-10-2024,Wednesday,16,76,3,1312,632,291,331,1.9557926829268293
577,Instagram,Reel,24-09-2024,Tuesday,9,268,6,596,49,134,183,1.6140939597315436
578,Facebook,Carousel,20-02-2024,Tuesday,14,45,11,310,589,399,674,6.361290322580645
579,Facebook,Reel,23-04-2024,Tuesday,20,51,11,630,18,215,672,2.4365079365079363
580,Facebook,Carousel,12-10-2024,Saturday,7,56,9,3457,382,61,632,1.3109632629447499
581,Twitter,Reel,09-02-2024,Friday,23,217,6,1818,536,101,104,1.4075907590759076
582,Twitter,Reel,08-04-2024,Monday,23,232,3,4360,677,256,584,1.3479357798165137
583,Facebook,Reel,22-10-2024,Tuesday,11,112,17,2982,695,471,682,1.619718309859155
584,Twitter,Image,24-07-2024,Wednesday,17,181,17,4184,350,163,547,1.2533460803059273
585,Twitter,Reel,15-06-2024,Saturday,23,129,12,3095,427,442,332,1.3880452342487883
586,Facebook,Reel,08-10-2024,Tuesday,7,165,19,2131,373,465,459,1.608634443923041
587,Facebook,Reel,09-01-2024,Tuesday,12,181,0,4290,143,311,7,1.1074592074592076
588,Twitter,Reel,21-05-2024,Tuesday,9,39,14,4585,528,571,585,1.3672846237731735
589,Twitter,Reel,01-07-2024,Monday,13,151,9,1328,146,273,376,1.598644578313253
590,Twitter,Reel,17-02-2024,Saturday,16,267,5,4723,414,584,223,1.2585221257675205
591,Twitter,Carousel,06-09-2024,Friday,18,60,1,4770,102,309,39,1.0943396226415094
592,Instagram,Carousel,20-06-2024,Thursday,6,215,1,2900,449,428,124,1.3451724137931034
593,Twitter,Reel,05-06-2024,Wednesday,16,277,7,4345,47,328,553,1.2135788262370542
594,Twitter,Carousel,19-03-2024,Tuesday,22,66,7,463,694,404,457,4.3585313174946005
595,Facebook,Reel,09-08-2024,Friday,21,45,17,2423,408,153,136,1.2876599257119274
596,Facebook,Carousel,23-07-2024,Tuesday,10,89,15,2200,92,410,514,1.461818181818182
597,Twitter,Reel,13-10-2024,Sunday,23,288,7,1672,504,406,668,1.94377990430622
